"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL4089781";"";"";"Small molecule";"";"341.44";"2";"4";"3.40";"47.36";"5";"0";"0";"6";"N";"0.69";"12.49";"1.89";"3.26";"3.26";"3";"MOL";"-1";"24";"5";"0";"0";"341.1198";"-2.32";"NEUTRAL";"C18H19N3O2S";"Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccnn2C)cc1";"RQGCCCIXDOPZHC-UHFFFAOYSA-N";"InChI=1S/C18H19N3O2S/c1-14-5-7-15(8-6-14)23-13-18(22)21(12-16-4-3-11-24-16)17-9-10-19-20(17)2/h3-11H,12-13H2,1-2H3";"False";"-1"
"CHEMBL4087468";"";"";"Small molecule";"";"293.36";"1";"2";"3.31";"29.54";"3";"0";"0";"6";"N";"0.82";"None";"None";"3.07";"3.07";"2";"MOL";"-1";"20";"3";"0";"0";"293.0886";"-2.65";"NEUTRAL";"C15H16FNO2S";"CCN(Cc1cccs1)C(=O)COc1ccc(F)cc1";"QHHKPYMZWSKJAG-UHFFFAOYSA-N";"InChI=1S/C15H16FNO2S/c1-2-17(10-14-4-3-9-20-14)15(18)11-19-13-7-5-12(16)6-8-13/h3-9H,2,10-11H2,1H3";"False";"-1"
"CHEMBL4076994";"";"";"Small molecule";"";"486.65";"1";"1";"7.03";"66.38";"6";"1";"1";"17";"N";"0.19";"9.91";"None";"7.39";"7.39";"2";"MOL";"-1";"35";"6";"1";"1";"486.2981";"0.90";"NEUTRAL";"C29H42O6";"C=CCc1cc(OC)c(OC(C)C(OCCCCCCCC)c2ccc(O)c(OC)c2)c(OC)c1";"HMPRJWPPAQNILT-UHFFFAOYSA-N";"InChI=1S/C29H42O6/c1-7-9-10-11-12-13-17-34-28(23-15-16-24(30)25(20-23)31-4)21(3)35-29-26(32-5)18-22(14-8-2)19-27(29)33-6/h8,15-16,18-21,28,30H,2,7,9-14,17H2,1,3-6H3";"False";"-1"
"CHEMBL4069984";"";"";"Small molecule";"";"402.49";"6";"8";"4.69";"66.38";"6";"1";"0";"11";"N";"0.55";"9.91";"None";"4.65";"4.65";"2";"MOL";"-1";"29";"6";"1";"0";"402.2042";"1.03";"NEUTRAL";"C23H30O6";"C=CCc1cc(OC)c(OC(C)C(OCC)c2ccc(O)c(OC)c2)c(OC)c1";"CKFHKAAQJAGUBZ-UHFFFAOYSA-N";"InChI=1S/C23H30O6/c1-7-9-16-12-20(26-5)23(21(13-16)27-6)29-15(3)22(28-8-2)17-10-11-18(24)19(14-17)25-4/h7,10-15,22,24H,1,8-9H2,2-6H3";"False";"-1"
"CHEMBL4067554";"";"";"Small molecule";"";"512.69";"1";"1";"7.13";"66.38";"6";"1";"2";"12";"N";"0.31";"9.91";"None";"7.47";"7.47";"2";"MOL";"-1";"37";"6";"1";"2";"512.3138";"1.12";"NEUTRAL";"C31H44O6";"C=CCc1cc(OC)c(OC(C)C(O[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)c2ccc(O)c(OC)c2)c(OC)c1";"HMFWYEFLTIOYPR-IWFZROMOSA-N";"InChI=1S/C31H44O6/c1-9-10-22-16-28(34-7)31(29(17-22)35-8)36-21(5)30(23-12-14-25(32)27(18-23)33-6)37-26-15-20(4)11-13-24(26)19(2)3/h9,12,14,16-21,24,26,30,32H,1,10-11,13,15H2,2-8H3/t20-,21?,24+,26-,30?/m0/s1";"False";"-1"
"CHEMBL3892508";"";"";"Small molecule";"";"394.50";"1";"1";"3.50";"72.63";"4";"1";"0";"8";"N";"0.64";"None";"None";"3.65";"3.65";"3";"MOL";"-1";"28";"5";"2";"0";"394.1351";"-1.19";"NEUTRAL";"C22H22N2O3S";"COc1cccc(CN(C(=O)c2cccs2)[C@H](Cc2ccccc2)C(N)=O)c1";"XQTCHAKFHLUIGH-LJQANCHMSA-N";"InChI=1S/C22H22N2O3S/c1-27-18-10-5-9-17(13-18)15-24(22(26)20-11-6-12-28-20)19(21(23)25)14-16-7-3-2-4-8-16/h2-13,19H,14-15H2,1H3,(H2,23,25)/t19-/m1/s1";"False";"-1"
"CHEMBL3639814";"";"";"Small molecule";"";"524.57";"1";"1";"5.31";"96.80";"5";"1";"2";"6";"N";"0.38";"3.52";"0.73";"5.57";"2.20";"4";"MOL";"-1";"36";"7";"1";"2";"502.1562";"-0.60";"ACID";"C28H25N2NaO5S";"Cc1c(N(Cc2ccc3c(c2)OCC3(C)C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12.[Na+]";"KQUUOSJVYIVMCD-UHFFFAOYSA-M";"InChI=1S/C28H26N2O5S.Na/c1-18-23-7-5-4-6-21(23)15-29-26(18)30(36(33,34)22-11-9-20(10-12-22)27(31)32)16-19-8-13-24-25(14-19)35-17-28(24,2)3;/h4-15H,16-17H2,1-3H3,(H,31,32);/q;+1/p-1";"False";"-1"
"CHEMBL3682584";"";"";"Small molecule";"";"558.58";"1";"1";"6.06";"96.80";"5";"1";"2";"8";"N";"0.28";"3.52";"0.73";"6.12";"2.75";"4";"MOL";"-1";"39";"7";"1";"2";"558.1436";"-0.87";"ACID";"C28H25F3N2O5S";"COC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)F";"PEWGGUSEAWMCQM-UHFFFAOYSA-N";"InChI=1S/C28H25F3N2O5S/c1-18-24-7-5-4-6-21(24)16-32-25(18)33(39(36,37)23-14-10-20(11-15-23)26(34)35)17-19-8-12-22(13-9-19)27(2,38-3)28(29,30)31/h4-16H,17H2,1-3H3,(H,34,35)";"False";"-1"
"CHEMBL3682614";"";"";"Small molecule";"";"530.52";"1";"1";"5.84";"96.80";"5";"1";"2";"7";"N";"0.32";"3.52";"0.83";"6.89";"3.52";"4";"MOL";"-1";"37";"7";"1";"2";"530.1123";"-1.10";"ACID";"C26H21F3N2O5S";"Cc1cccc2cnc(N(Cc3ccc(OC(F)(F)F)cc3)S(=O)(=O)c3ccc(C(=O)O)cc3)c(C)c12";"ZDDHKJMZDYPJET-UHFFFAOYSA-N";"InChI=1S/C26H21F3N2O5S/c1-16-4-3-5-20-14-30-24(17(2)23(16)20)31(15-18-6-10-21(11-7-18)36-26(27,28)29)37(34,35)22-12-8-19(9-13-22)25(32)33/h3-14H,15H2,1-2H3,(H,32,33)";"False";"-1"
"CHEMBL3577884";"";"";"Small molecule";"";"419.45";"1";"1";"4.86";"66.84";"3";"1";"0";"6";"N";"0.62";"4.03";"None";"4.82";"1.68";"3";"MOL";"-1";"31";"5";"1";"0";"419.1533";"-1.24";"ACID";"C25H22FNO4";"CC(c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1ccc2c(c1)CCO2";"DJZVLJCCZHIGGU-UHFFFAOYSA-N";"InChI=1S/C25H22FNO4/c1-16(18-5-8-22(26)9-6-18)27(15-17-3-2-4-21(13-17)25(29)30)24(28)20-7-10-23-19(14-20)11-12-31-23/h2-10,13-14,16H,11-12,15H2,1H3,(H,29,30)";"False";"-1"
"CHEMBL3897802";"";"";"Small molecule";"";"492.45";"5";"5";"3.70";"85.99";"7";"1";"0";"4";"N";"0.44";"7.91";"None";"4.30";"4.19";"4";"MOL";"-1";"34";"7";"1";"0";"492.0879";"-1.89";"NEUTRAL";"C22H16F4N4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4)cs3)cccc2n(C)c1=O";"SEZSWZYJAHZVBQ-UHFFFAOYSA-N";"InChI=1S/C22H16F4N4O3S/c1-29-16-5-3-4-12(18(16)19(32)30(2)21(29)33)9-17(31)28-20-27-15(10-34-20)11-6-7-14(23)13(8-11)22(24,25)26/h3-8,10H,9H2,1-2H3,(H,27,28,31)";"False";"-1"
"CHEMBL2442034";"";"";"Small molecule";"";"364.49";"1";"2";"4.14";"55.56";"3";"1";"0";"6";"N";"0.84";"None";"10.01";"3.54";"1.07";"2";"MOL";"-1";"27";"4";"2";"0";"364.2151";"-0.89";"BASE";"C23H28N2O2";"N[C@H]1CCC[C@@H](N(C(=O)c2ccccc2OCc2ccccc2)C2CC2)C1";"UBPMUVUPPLAPAB-AZUAARDMSA-N";"InChI=1S/C23H28N2O2/c24-18-9-6-10-20(15-18)25(19-13-14-19)23(26)21-11-4-5-12-22(21)27-16-17-7-2-1-3-8-17/h1-5,7-8,11-12,18-20H,6,9-10,13-16,24H2/t18-,20+/m0/s1";"False";"-1"
"CHEMBL2442049";"";"";"Small molecule";"";"352.48";"1";"1";"4.00";"55.56";"3";"1";"0";"6";"N";"0.85";"None";"10.01";"3.43";"0.96";"2";"MOL";"-1";"26";"4";"2";"0";"352.2151";"-0.98";"BASE";"C22H28N2O2";"CCN(C(=O)c1ccccc1OCc1ccccc1)[C@@H]1CCC[C@@H](N)C1";"FXOYOOYJFZTVMN-RTBURBONSA-N";"InChI=1S/C22H28N2O2/c1-2-24(19-12-8-11-18(23)15-19)22(25)20-13-6-7-14-21(20)26-16-17-9-4-3-5-10-17/h3-7,9-10,13-14,18-19H,2,8,11-12,15-16,23H2,1H3/t18-,19-/m1/s1";"False";"-1"
"CHEMBL3682542";"";"";"Small molecule";"";"526.59";"1";"1";"6.44";"87.57";"4";"1";"2";"7";"N";"0.26";"3.52";"0.73";"6.74";"3.37";"5";"MOL";"-1";"38";"6";"1";"2";"526.1363";"-1.11";"ACID";"C30H23FN2O4S";"Cc1c(N(Cc2ccc(-c3ccc(F)cc3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"GJRSZFMVLKZYJU-UHFFFAOYSA-N";"InChI=1S/C30H23FN2O4S/c1-20-28-5-3-2-4-25(28)18-32-29(20)33(38(36,37)27-16-12-24(13-17-27)30(34)35)19-21-6-8-22(9-7-21)23-10-14-26(31)15-11-23/h2-18H,19H2,1H3,(H,34,35)";"False";"-1"
"CHEMBL3682586";"";"";"Small molecule";"";"585.60";"1";"1";"6.14";"100.04";"6";"1";"2";"8";"N";"0.27";"3.70";"2.05";"7.19";"4.12";"4";"MOL";"-1";"41";"8";"1";"2";"585.1545";"-1.21";"ACID";"C29H26F3N3O5S";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(N2CCCC2)c2ccccc12";"MXLHREANOHEVKS-UHFFFAOYSA-N";"InChI=1S/C29H26F3N3O5S/c1-19-24-6-2-3-7-25(24)27(34-16-4-5-17-34)33-26(19)35(18-20-8-12-22(13-9-20)40-29(30,31)32)41(38,39)23-14-10-21(11-15-23)28(36)37/h2-3,6-15H,4-5,16-18H2,1H3,(H,36,37)";"False";"-1"
"CHEMBL3682597";"";"";"Small molecule";"";"485.57";"1";"1";"5.13";"92.50";"5";"1";"1";"6";"N";"0.36";"3.52";"0.73";"5.27";"1.90";"5";"MOL";"-1";"35";"7";"1";"1";"485.1409";"-1.16";"ACID";"C27H23N3O4S";"Cc1c(N(Cc2ccc3ccn(C)c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"RYWXTUVJPMKBCZ-UHFFFAOYSA-N";"InChI=1S/C27H23N3O4S/c1-18-24-6-4-3-5-22(24)16-28-26(18)30(17-19-7-8-20-13-14-29(2)25(20)15-19)35(33,34)23-11-9-21(10-12-23)27(31)32/h3-16H,17H2,1-2H3,(H,31,32)";"False";"-1"
"CHEMBL3682600";"";"";"Small molecule";"";"515.51";"1";"1";"4.94";"102.59";"5";"1";"1";"7";"N";"0.38";"13.49";"0.75";"5.57";"5.57";"4";"MOL";"-1";"36";"7";"2";"1";"515.1127";"-1.34";"NEUTRAL";"C25H20F3N3O4S";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(N)=O)cc2)ncc2ccccc12";"KVMQQQNOSMLYSU-UHFFFAOYSA-N";"InChI=1S/C25H20F3N3O4S/c1-16-22-5-3-2-4-19(22)14-30-24(16)31(15-17-6-10-20(11-7-17)35-25(26,27)28)36(33,34)21-12-8-18(9-13-21)23(29)32/h2-14H,15H2,1H3,(H2,29,32)";"False";"-1"
"CHEMBL3687366";"";"";"Small molecule";"";"524.57";"1";"1";"6.13";"87.57";"5";"1";"2";"6";"N";"0.29";"3.52";"0.72";"6.24";"2.87";"5";"MOL";"-1";"36";"6";"1";"2";"524.0676";"-1.31";"ACID";"C26H18F2N2O4S2";"Cc1c(N(Cc2cc3cc(F)cc(F)c3s2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"OKRJCFWGHRKKBZ-UHFFFAOYSA-N";"InChI=1S/C26H18F2N2O4S2/c1-15-22-5-3-2-4-17(22)13-29-25(15)30(36(33,34)21-8-6-16(7-9-21)26(31)32)14-20-11-18-10-19(27)12-23(28)24(18)35-20/h2-13H,14H2,1H3,(H,31,32)";"False";"-1"
"CHEMBL3682557";"";"";"Small molecule";"";"558.90";"1";"1";"5.88";"96.80";"5";"1";"2";"7";"N";"0.32";"3.52";"None";"6.47";"3.10";"4";"MOL";"-1";"36";"7";"1";"2";"536.0421";"-1.22";"ACID";"C24H15ClF3N2NaO5S";"O=C([O-])c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2Cl)cc1.[Na+]";"PWOBWLLNWWITHV-UHFFFAOYSA-M";"InChI=1S/C24H16ClF3N2O5S.Na/c25-21-20-4-2-1-3-17(20)13-29-22(21)30(14-15-5-9-18(10-6-15)35-24(26,27)28)36(33,34)19-11-7-16(8-12-19)23(31)32;/h1-13H,14H2,(H,31,32);/q;+1/p-1";"False";"-1"
"CHEMBL3936454";"";"";"Small molecule";"";"496.44";"5";"5";"3.60";"99.13";"8";"1";"0";"4";"N";"0.44";"7.91";"None";"3.73";"3.62";"4";"MOL";"-1";"34";"8";"1";"0";"496.0828";"-1.73";"NEUTRAL";"C21H16F4N4O4S";"Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(F)c(C(F)(F)F)c3)cs1)c(=O)n(C)c(=O)n2C";"ISWKUHZARATATJ-UHFFFAOYSA-N";"InChI=1S/C21H16F4N4O4S/c1-9-11(16-17(31)28(2)20(32)29(3)18(16)33-9)7-15(30)27-19-26-14(8-34-19)10-4-5-13(22)12(6-10)21(23,24)25/h4-6,8H,7H2,1-3H3,(H,26,27,30)";"False";"-1"
"CHEMBL3892326";"";"";"Small molecule";"";"531.93";"5";"5";"3.55";"108.11";"10";"1";"1";"5";"N";"0.42";"7.89";"None";"4.84";"4.73";"4";"MOL";"-1";"34";"9";"1";"1";"531.0050";"-1.99";"NEUTRAL";"C19H13ClF3N5O4S2";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)(F)F)c(Cl)c4)cs3)nsc2n(C)c1=O";"HGJRJRKZFZNQMJ-UHFFFAOYSA-N";"InChI=1S/C19H13ClF3N5O4S2/c1-27-15(30)14-10(26-34-16(14)28(2)18(27)31)6-13(29)25-17-24-11(7-33-17)8-3-4-12(9(20)5-8)32-19(21,22)23/h3-5,7H,6H2,1-2H3,(H,24,25,29)";"False";"-1"
"CHEMBL2443089";"";"";"Small molecule";"";"459.30";"1";"1";"6.40";"41.57";"2";"1";"1";"1";"N";"0.54";"12.05";"None";"5.47";"5.47";"2";"MOL";"-1";"30";"4";"1";"1";"458.0776";"-1.40";"NEUTRAL";"C21H19Cl2F3N2O2";"O=C(Nc1ccc(C(F)(F)F)cc1Cl)N1CCC2(CCc3cccc(Cl)c3O2)CC1";"MDXKLWVCMQHWSJ-UHFFFAOYSA-N";"InChI=1S/C21H19Cl2F3N2O2/c22-15-3-1-2-13-6-7-20(30-18(13)15)8-10-28(11-9-20)19(29)27-17-5-4-14(12-16(17)23)21(24,25)26/h1-5,12H,6-11H2,(H,27,29)";"False";"-1"
"CHEMBL4091671";"";"";"Small molecule";"";"289.40";"1";"2";"3.48";"29.54";"3";"0";"0";"6";"N";"0.81";"None";"None";"3.44";"3.44";"2";"MOL";"-1";"20";"3";"0";"0";"289.1136";"-2.42";"NEUTRAL";"C16H19NO2S";"CCN(Cc1cccs1)C(=O)COc1ccccc1C";"VODOVTVLERJODO-UHFFFAOYSA-N";"InChI=1S/C16H19NO2S/c1-3-17(11-14-8-6-10-20-14)16(18)12-19-15-9-5-4-7-13(15)2/h4-10H,3,11-12H2,1-2H3";"False";"-1"
"CHEMBL4072567";"";"";"Small molecule";"";"273.34";"1";"1";"2.15";"58.22";"3";"1";"0";"6";"N";"0.88";"None";"2.41";"1.83";"1.83";"2";"MOL";"-1";"20";"5";"1";"0";"273.1477";"-2.13";"NEUTRAL";"C15H19N3O2";"CCN(Cc1cn[nH]c1)C(=O)COc1ccc(C)cc1";"VFYSBUITPSVXSO-UHFFFAOYSA-N";"InChI=1S/C15H19N3O2/c1-3-18(10-13-8-16-17-9-13)15(19)11-20-14-6-4-12(2)5-7-14/h4-9H,3,10-11H2,1-2H3,(H,16,17)";"False";"-1"
"CHEMBL3687407";"";"";"Small molecule";"";"505.98";"1";"1";"5.77";"103.36";"4";"2";"2";"6";"N";"0.30";"3.52";"0.73";"5.65";"2.28";"5";"MOL";"-1";"35";"7";"2";"2";"505.0863";"-1.00";"ACID";"C26H20ClN3O4S";"Cc1c(N(Cc2ccc3[nH]cc(Cl)c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"BOIFQEQCUXPMRH-UHFFFAOYSA-N";"InChI=1S/C26H20ClN3O4S/c1-16-21-5-3-2-4-19(21)13-29-25(16)30(15-17-6-11-24-22(12-17)23(27)14-28-24)35(33,34)20-9-7-18(8-10-20)26(31)32/h2-14,28H,15H2,1H3,(H,31,32)";"False";"-1"
"CHEMBL3682567";"";"";"Small molecule";"";"472.57";"1";"1";"5.13";"87.57";"4";"1";"1";"6";"N";"0.42";"3.52";"0.73";"5.95";"2.58";"4";"MOL";"-1";"34";"6";"1";"1";"472.1457";"-1.05";"ACID";"C27H24N2O4S";"Cc1c(N(Cc2ccc3c(c2)CCC3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"XZKIPACFKFFKPZ-UHFFFAOYSA-N";"InChI=1S/C27H24N2O4S/c1-18-25-8-3-2-5-23(25)16-28-26(18)29(17-19-9-10-20-6-4-7-22(20)15-19)34(32,33)24-13-11-21(12-14-24)27(30)31/h2-3,5,8-16H,4,6-7,17H2,1H3,(H,30,31)";"False";"-1"
"CHEMBL3577887";"";"";"Small molecule";"";"469.51";"1";"1";"6.72";"66.84";"3";"1";"1";"8";"N";"0.31";"4.03";"None";"6.44";"3.30";"4";"MOL";"-1";"35";"5";"1";"1";"469.1689";"-1.14";"ACID";"C29H24FNO4";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1ccc(Oc2ccccc2)cc1";"IVSDKNLYFYDVQC-HXUWFJFHSA-N";"InChI=1S/C29H24FNO4/c1-20(22-10-14-25(30)15-11-22)31(19-21-6-5-7-24(18-21)29(33)34)28(32)23-12-16-27(17-13-23)35-26-8-3-2-4-9-26/h2-18,20H,19H2,1H3,(H,33,34)/t20-/m1/s1";"False";"-1"
"CHEMBL3577896";"";"";"Small molecule";"";"414.44";"1";"1";"4.91";"70.50";"3";"1";"0";"6";"N";"0.49";"4.07";"2.97";"4.35";"1.54";"4";"MOL";"-1";"31";"5";"1";"0";"414.1380";"-1.43";"ACID";"C25H19FN2O3";"O=C(O)c1cccc(CN(Cc2ccc(F)cc2)C(=O)c2cnc3ccccc3c2)c1";"HJSQCRSFKNMRKD-UHFFFAOYSA-N";"InChI=1S/C25H19FN2O3/c26-22-10-8-17(9-11-22)15-28(16-18-4-3-6-20(12-18)25(30)31)24(29)21-13-19-5-1-2-7-23(19)27-14-21/h1-14H,15-16H2,(H,30,31)";"False";"-1"
"CHEMBL3639861";"";"";"Small molecule";"";"502.47";"1";"1";"5.23";"96.80";"5";"1";"2";"7";"N";"0.37";"3.52";"0.28";"5.86";"2.49";"4";"MOL";"-1";"35";"7";"1";"2";"502.0810";"-1.21";"ACID";"C24H17F3N2O5S";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2cc3ccccc3cn2)cc1";"QTUHGWPAFVPVAW-UHFFFAOYSA-N";"InChI=1S/C24H17F3N2O5S/c25-24(26,27)34-20-9-5-16(6-10-20)15-29(22-13-18-3-1-2-4-19(18)14-28-22)35(32,33)21-11-7-17(8-12-21)23(30)31/h1-14H,15H2,(H,30,31)";"False";"-1"
"CHEMBL3682618";"";"";"Small molecule";"";"552.51";"1";"1";"5.84";"96.80";"5";"1";"2";"7";"N";"0.32";"3.52";"0.02";"7.28";"3.91";"4";"MOL";"-1";"37";"7";"1";"2";"530.1123";"-1.22";"ACID";"C26H20F3N2NaO5S";"Cc1cc2cccc(C)c2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)[O-])cc1.[Na+]";"VOQITUYFKMDQHA-UHFFFAOYSA-M";"InChI=1S/C26H21F3N2O5S.Na/c1-16-4-3-5-20-14-17(2)24(30-23(16)20)31(15-18-6-10-21(11-7-18)36-26(27,28)29)37(34,35)22-12-8-19(9-13-22)25(32)33;/h3-14H,15H2,1-2H3,(H,32,33);/q;+1/p-1";"False";"-1"
"CHEMBL3682620";"";"";"Small molecule";"";"581.37";"1";"1";"5.99";"96.80";"5";"1";"2";"7";"N";"0.27";"3.52";"None";"6.84";"3.47";"4";"MOL";"-1";"36";"7";"1";"2";"579.9915";"-1.15";"ACID";"C24H16BrF3N2O5S";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2cc3ccccc3c(Br)n2)cc1";"MMCWTGYJSGBHKW-UHFFFAOYSA-N";"InChI=1S/C24H16BrF3N2O5S/c25-22-20-4-2-1-3-17(20)13-21(29-22)30(14-15-5-9-18(10-6-15)35-24(26,27)28)36(33,34)19-11-7-16(8-12-19)23(31)32/h1-13H,14H2,(H,31,32)";"False";"-1"
"CHEMBL3682582";"";"";"Small molecule";"";"552.51";"1";"1";"5.84";"96.80";"5";"1";"2";"7";"N";"0.32";"3.52";"1.46";"6.51";"3.14";"4";"MOL";"-1";"37";"7";"1";"2";"530.1123";"-1.12";"ACID";"C26H20F3N2NaO5S";"Cc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)c(C)c2ccccc12.[Na+]";"KSKARYQYXMGAKX-UHFFFAOYSA-M";"InChI=1S/C26H21F3N2O5S.Na/c1-16-22-5-3-4-6-23(22)17(2)30-24(16)31(15-18-7-11-20(12-8-18)36-26(27,28)29)37(34,35)21-13-9-19(10-14-21)25(32)33;/h3-14H,15H2,1-2H3,(H,32,33);/q;+1/p-1";"False";"-1"
"CHEMBL4856093";"";"";"Unknown";"";"351.45";"4";"7";"5.08";"66.40";"2";"2";"1";"8";"N";"0.51";"3.55";"None";"6.68";"3.32";"2";"MOL";"-1";"26";"4";"2";"1";"351.1834";"-0.40";"ACID";"C22H25NO3";"CCCCCc1ccc(/C=C/C(=O)Nc2ccc(C)cc2C(=O)O)cc1";"RYKDKENSBSCWCU-WYMLVPIESA-N";"InChI=1S/C22H25NO3/c1-3-4-5-6-17-8-10-18(11-9-17)12-14-21(24)23-20-13-7-16(2)15-19(20)22(25)26/h7-15H,3-6H2,1-2H3,(H,23,24)(H,25,26)/b14-12+";"False";"-1"
"CHEMBL3682594";"";"";"Small molecule";"";"546.52";"1";"1";"5.28";"117.03";"6";"2";"2";"8";"N";"0.31";"3.52";"None";"5.51";"2.14";"4";"MOL";"-1";"38";"8";"2";"2";"546.1072";"-1.03";"ACID";"C26H21F3N2O6S";"CC(O)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"HACDSJDAPXKLFZ-UHFFFAOYSA-N";"InChI=1S/C26H21F3N2O6S/c1-16(32)23-22-5-3-2-4-19(22)14-30-24(23)31(15-17-6-10-20(11-7-17)37-26(27,28)29)38(35,36)21-12-8-18(9-13-21)25(33)34/h2-14,16,32H,15H2,1H3,(H,33,34)";"False";"-1"
"CHEMBL4159037";"";"";"Small molecule";"";"388.86";"2";"5";"5.05";"69.81";"3";"3";"1";"2";"N";"0.45";"11.07";"2.20";"5.49";"5.49";"4";"MOL";"-1";"28";"5";"3";"1";"388.1091";"-0.96";"NEUTRAL";"C22H17ClN4O";"Cc1cc(Cl)cc2c1NC(c1c[nH]nc1-c1cccc3ccccc13)NC2=O";"UBQNODITDHOLHW-UHFFFAOYSA-N";"InChI=1S/C22H17ClN4O/c1-12-9-14(23)10-17-19(12)25-21(26-22(17)28)18-11-24-27-20(18)16-8-4-6-13-5-2-3-7-15(13)16/h2-11,21,25H,1H3,(H,24,27)(H,26,28)";"False";"-1"
"CHEMBL4076572";"";"";"Small molecule";"";"303.43";"1";"2";"3.79";"29.54";"3";"0";"0";"6";"N";"0.81";"None";"None";"4.09";"4.09";"2";"MOL";"-1";"21";"3";"0";"0";"303.1293";"-2.20";"NEUTRAL";"C17H21NO2S";"CCN(Cc1ccc(C)s1)C(=O)COc1ccc(C)cc1";"WDBAXCGIVJSGNL-UHFFFAOYSA-N";"InChI=1S/C17H21NO2S/c1-4-18(11-16-10-7-14(3)21-16)17(19)12-20-15-8-5-13(2)6-9-15/h5-10H,4,11-12H2,1-3H3";"False";"-1"
"CHEMBL4086590";"";"";"Small molecule";"";"273.33";"2";"3";"3.02";"42.68";"3";"0";"0";"6";"N";"0.81";"None";"None";"2.59";"2.59";"2";"MOL";"-1";"20";"4";"0";"0";"273.1365";"-1.96";"NEUTRAL";"C16H19NO3";"CCN(Cc1ccco1)C(=O)COc1ccc(C)cc1";"GWFMUNDVHUXKRI-UHFFFAOYSA-N";"InChI=1S/C16H19NO3/c1-3-17(11-15-5-4-10-19-15)16(18)12-20-14-8-6-13(2)7-9-14/h4-10H,3,11-12H2,1-2H3";"False";"-1"
"CHEMBL4098555";"";"";"Small molecule";"";"274.32";"1";"2";"1.54";"71.11";"4";"1";"0";"6";"N";"0.87";"8.81";"0.29";"1.53";"1.52";"2";"MOL";"-1";"20";"6";"1";"0";"274.1430";"-1.84";"NEUTRAL";"C14H18N4O2";"CCN(Cc1c[nH]nn1)C(=O)COc1ccc(C)cc1";"KZEICEBEZXMQGO-UHFFFAOYSA-N";"InChI=1S/C14H18N4O2/c1-3-18(9-12-8-15-17-16-12)14(19)10-20-13-6-4-11(2)5-7-13/h4-8H,3,9-10H2,1-2H3,(H,15,16,17)";"False";"-1"
"CHEMBL4849726";"";"";"Unknown";"";"281.79";"9";"14";"4.02";"37.81";"5";"1";"0";"3";"N";"0.79";"None";"2.60";"2.74";"2.74";"3";"MOL";"-1";"17";"3";"1";"0";"280.9848";"-1.59";"NEUTRAL";"C11H8ClN3S2";"Clc1cnc(CNc2ccc3sncc3c2)s1";"GFNPFAVLEASBJZ-UHFFFAOYSA-N";"InChI=1S/C11H8ClN3S2/c12-10-5-14-11(16-10)6-13-8-1-2-9-7(3-8)4-15-17-9/h1-5,13H,6H2";"False";"-1"
