"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL2443061";"";"";"Small molecule";"";"456.85";"13";"22";"5.12";"71.03";"4";"2";"1";"2";"N";"0.66";"13.58";"None";"4.12";"4.12";"2";"MOL";"-1";"31";"6";"2";"1";"456.1064";"-0.99";"NEUTRAL";"C21H20ClF3N2O4";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)C[C@@H](O)c1cccc(Cl)c1O2";"UQEATFAWAKBMKD-QGZVFWFLSA-N";"InChI=1S/C21H20ClF3N2O4/c22-16-3-1-2-15-17(28)12-20(31-18(15)16)8-10-27(11-9-20)19(29)26-13-4-6-14(7-5-13)30-21(23,24)25/h1-7,17,28H,8-12H2,(H,26,29)/t17-/m1/s1";"False";"-1"
"CHEMBL2443078";"";"";"Small molecule";"";"440.39";"5";"5";"4.61";"71.03";"4";"2";"0";"2";"N";"0.67";"13.56";"None";"3.66";"3.66";"2";"MOL";"-1";"31";"6";"2";"0";"440.1359";"-0.95";"NEUTRAL";"C21H20F4N2O4";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)C[C@H](O)c1cccc(F)c1O2";"BXXQDSBIEKSNGM-KRWDZBQOSA-N";"InChI=1S/C21H20F4N2O4/c22-16-3-1-2-15-17(28)12-20(31-18(15)16)8-10-27(11-9-20)19(29)26-13-4-6-14(7-5-13)30-21(23,24)25/h1-7,17,28H,8-12H2,(H,26,29)/t17-/m0/s1";"False";"-1"
"CHEMBL3298242";"";"";"Small molecule";"";"262.23";"8";"26";"4.25";"28.68";"1";"1";"0";"1";"N";"0.70";"11.97";"1.65";"3.82";"3.82";"3";"MOL";"-1";"19";"2";"1";"0";"262.0718";"-1.37";"NEUTRAL";"C14H9F3N2";"FC(F)(F)c1ccccc1-c1ccc2[nH]ncc2c1";"PJYBQLCOMOPZIT-UHFFFAOYSA-N";"InChI=1S/C14H9F3N2/c15-14(16,17)12-4-2-1-3-11(12)9-5-6-13-10(7-9)8-18-19-13/h1-8H,(H,18,19)";"False";"-1"
"CHEMBL2442045";"";"";"Small molecule";"";"338.45";"1";"1";"3.61";"55.56";"3";"1";"0";"6";"N";"0.88";"None";"10.01";"2.98";"0.51";"2";"MOL";"-1";"25";"4";"2";"0";"338.1994";"-1.03";"BASE";"C21H26N2O2";"CCN(C(=O)c1ccccc1OCc1ccccc1)[C@@H]1CC[C@@H](N)C1";"DYRQQRKOTMEQHY-QZTJIDSGSA-N";"InChI=1S/C21H26N2O2/c1-2-23(18-13-12-17(22)14-18)21(24)19-10-6-7-11-20(19)25-15-16-8-4-3-5-9-16/h3-11,17-18H,2,12-15,22H2,1H3/t17-,18-/m1/s1";"False";"-1"
"CHEMBL5290541";"";"";"";"";"291.31";"1";"1";"2.33";"76.72";"7";"1";"0";"3";"N";"0.80";"5.00";"None";"2.85";"1.27";"3";"MOL";"-1";"20";"6";"1";"0";"291.0590";"-2.53";"ACID";"C12H10FN5OS";"CCn1nnnc1-c1sc(-c2cccc(F)c2)nc1O";"DOPCYQFKFWRLQZ-UHFFFAOYSA-N";"InChI=1S/C12H10FN5OS/c1-2-18-10(15-16-17-18)9-11(19)14-12(20-9)7-4-3-5-8(13)6-7/h3-6,19H,2H2,1H3";"False";"-1"
"CHEMBL3235975";"";"";"Small molecule";"";"415.39";"2";"2";"5.42";"45.23";"2";"1";"1";"2";"N";"0.57";"13.62";"4.69";"4.68";"4.68";"3";"MOL";"-1";"30";"4";"1";"1";"415.1308";"-1.41";"NEUTRAL";"C22H17F4N3O";"O=C(Nc1ccc(F)cc1)N1CCc2ccncc2C1c1ccc(C(F)(F)F)cc1";"HWFXDMOBQPNQNX-UHFFFAOYSA-N";"InChI=1S/C22H17F4N3O/c23-17-5-7-18(8-6-17)28-21(30)29-12-10-14-9-11-27-13-19(14)20(29)15-1-3-16(4-2-15)22(24,25)26/h1-9,11,13,20H,10,12H2,(H,28,30)";"False";"-1"
"CHEMBL4644158";"";"";"Unknown";"";"323.37";"5";"9";"2.64";"56.92";"2";"3";"0";"3";"N";"0.69";"None";"7.56";"2.56";"2.18";"3";"MOL";"-1";"24";"4";"3";"0";"323.1434";"-0.79";"NEUTRAL";"C19H18FN3O";"O=C(NCc1ccc(F)cc1)[C@@H]1Cc2c([nH]c3ccccc23)CN1";"LRVUOCABDZPTEL-KRWDZBQOSA-N";"InChI=1S/C19H18FN3O/c20-13-7-5-12(6-8-13)10-22-19(24)17-9-15-14-3-1-2-4-16(14)23-18(15)11-21-17/h1-8,17,21,23H,9-11H2,(H,22,24)/t17-/m0/s1";"False";"-1"
"CHEMBL4648953";"";"";"Unknown";"";"479.43";"6";"11";"5.81";"56.41";"2";"1";"1";"2";"N";"0.29";"11.29";"None";"5.45";"5.45";"4";"MOL";"-1";"35";"5";"1";"1";"479.1257";"-1.08";"NEUTRAL";"C26H17F4N3O2";"O=C1[C@@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccc(F)cc3)N2C(=O)N1c1cccc(C(F)(F)F)c1";"BKIVSJZNZNFDNY-GMAHTHKFSA-N";"InChI=1S/C26H17F4N3O2/c27-16-10-8-14(9-11-16)23-22-19(18-6-1-2-7-20(18)31-22)13-21-24(34)32(25(35)33(21)23)17-5-3-4-15(12-17)26(28,29)30/h1-12,21,23,31H,13H2/t21-,23-/m0/s1";"False";"-1"
"CHEMBL3967426";"";"";"Small molecule";"";"430.34";"2";"2";"5.64";"68.62";"5";"1";"1";"3";"N";"0.46";"8.87";"2.99";"6.02";"6.01";"4";"MOL";"-1";"29";"6";"1";"1";"429.1123";"-1.11";"NEUTRAL";"C21H21Cl2N5O";"COc1nc(-c2ccccc2Cl)cc2nc(-c3c(Cl)c(C(C)(C)C)nn3C)[nH]c12";"BWNRDOOTXFSNPN-UHFFFAOYSA-N";"InChI=1S/C21H21Cl2N5O/c1-21(2,3)18-15(23)17(28(4)27-18)19-24-14-10-13(11-8-6-7-9-12(11)22)25-20(29-5)16(14)26-19/h6-10H,1-5H3,(H,24,26)";"False";"-1"
"CHEMBL357130";"";"";"Small molecule";"";"294.40";"3";"5";"3.85";"28.26";"2";"1";"0";"6";"N";"0.75";"None";"9.58";"3.87";"1.70";"3";"MOL";"-1";"22";"3";"1";"0";"294.1732";"-0.51";"BASE";"C19H22N2O";"CN(C)CCc1c[nH]c2ccc(OCc3ccccc3)cc12";"IDIJUWFVRXORPJ-UHFFFAOYSA-N";"InChI=1S/C19H22N2O/c1-21(2)11-10-16-13-20-19-9-8-17(12-18(16)19)22-14-15-6-4-3-5-7-15/h3-9,12-13,20H,10-11,14H2,1-2H3";"False";"-1"
"CHEMBL3682563";"";"";"Small molecule";"";"516.62";"1";"1";"5.96";"96.80";"5";"1";"2";"8";"N";"0.31";"3.52";"0.73";"6.14";"2.77";"4";"MOL";"-1";"37";"7";"1";"2";"516.1719";"-0.79";"ACID";"C29H28N2O5S";"Cc1c(N(Cc2ccc(OC3CCCC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"RMONRVFMMGNJMO-UHFFFAOYSA-N";"InChI=1S/C29H28N2O5S/c1-20-27-9-5-2-6-23(27)18-30-28(20)31(37(34,35)26-16-12-22(13-17-26)29(32)33)19-21-10-14-25(15-11-21)36-24-7-3-4-8-24/h2,5-6,9-18,24H,3-4,7-8,19H2,1H3,(H,32,33)";"False";"-1"
"CHEMBL3687363";"";"";"Small molecule";"";"530.52";"1";"1";"5.67";"96.80";"5";"1";"2";"8";"N";"0.32";"3.52";"0.73";"6.41";"3.04";"4";"MOL";"-1";"37";"7";"1";"2";"530.1123";"-0.98";"ACID";"C26H21F3N2O5S";"Cc1c(N(Cc2ccc(COC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"ZYISLXNIQQPUGB-UHFFFAOYSA-N";"InChI=1S/C26H21F3N2O5S/c1-17-23-5-3-2-4-21(23)14-30-24(17)31(37(34,35)22-12-10-20(11-13-22)25(32)33)15-18-6-8-19(9-7-18)16-36-26(27,28)29/h2-14H,15-16H2,1H3,(H,32,33)";"False";"-1"
"CHEMBL3687364";"";"";"Small molecule";"";"554.59";"1";"1";"6.52";"87.57";"4";"1";"2";"8";"N";"0.27";"3.52";"0.73";"6.84";"3.47";"4";"MOL";"-1";"39";"6";"1";"2";"554.1487";"-0.81";"ACID";"C29H25F3N2O4S";"Cc1c(N(Cc2ccc(CC3(C(F)(F)F)CC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"KXWRKQWSKFYLSF-UHFFFAOYSA-N";"InChI=1S/C29H25F3N2O4S/c1-19-25-5-3-2-4-23(25)17-33-26(19)34(39(37,38)24-12-10-22(11-13-24)27(35)36)18-21-8-6-20(7-9-21)16-28(14-15-28)29(30,31)32/h2-13,17H,14-16,18H2,1H3,(H,35,36)";"False";"-1"
"CHEMBL2443065";"";"";"Small molecule";"";"431.87";"1";"1";"5.21";"54.46";"4";"1";"1";"1";"N";"0.67";"7.76";"None";"4.60";"4.45";"2";"MOL";"-1";"28";"5";"1";"1";"431.0682";"-1.60";"NEUTRAL";"C18H17ClF3N3O2S";"O=C(Nc1nc(C(F)(F)F)cs1)N1CCC2(CCc3cccc(Cl)c3O2)CC1";"JPLFYXMGASOPOW-UHFFFAOYSA-N";"InChI=1S/C18H17ClF3N3O2S/c19-12-3-1-2-11-4-5-17(27-14(11)12)6-8-25(9-7-17)16(26)24-15-23-13(10-28-15)18(20,21)22/h1-3,10H,4-9H2,(H,23,24,26)";"False";"-1"
"CHEMBL3987145";"";"";"Small molecule";"";"510.44";"5";"5";"3.84";"85.99";"7";"1";"1";"4";"N";"0.42";"7.91";"None";"4.45";"4.34";"4";"MOL";"-1";"35";"7";"1";"1";"510.0785";"-1.54";"NEUTRAL";"C22H15F5N4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)c(F)c4F)cs3)cccc2n(C)c1=O";"XEAVDNWRYBZHOZ-UHFFFAOYSA-N";"InChI=1S/C22H15F5N4O3S/c1-30-14-5-3-4-10(16(14)19(33)31(2)21(30)34)8-15(32)29-20-28-13(9-35-20)11-6-7-12(22(25,26)27)18(24)17(11)23/h3-7,9H,8H2,1-2H3,(H,28,29,32)";"False";"-1"
"CHEMBL2442035";"";"";"Small molecule";"";"322.41";"1";"1";"2.56";"41.57";"3";"1";"0";"4";"N";"0.94";"None";"11.17";"2.03";"-1.10";"2";"MOL";"-1";"24";"4";"1";"0";"322.1681";"-0.87";"BASE";"C20H22N2O2";"O=C(c1ccccc1OCc1ccccc1)N1C[C@H]2CNC[C@H]2C1";"QONHPJVSOQTKMM-CALCHBBNSA-N";"InChI=1S/C20H22N2O2/c23-20(22-12-16-10-21-11-17(16)13-22)18-8-4-5-9-19(18)24-14-15-6-2-1-3-7-15/h1-9,16-17,21H,10-14H2/t16-,17+";"False";"-1"
"CHEMBL3974529";"";"";"Small molecule";"";"521.54";"2";"5";"6.20";"83.91";"5";"1";"2";"7";"N";"0.31";"3.52";"None";"7.05";"3.68";"4";"MOL";"-1";"35";"6";"1";"2";"521.0578";"-1.31";"ACID";"C24H18F3NO5S2";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12";"AZOVCAUOKWYQTD-UHFFFAOYSA-N";"InChI=1S/C24H18F3NO5S2/c1-15-20-4-2-3-5-21(20)34-22(15)28(14-16-6-10-18(11-7-16)33-24(25,26)27)35(31,32)19-12-8-17(9-13-19)23(29)30/h2-13H,14H2,1H3,(H,29,30)";"False";"-1"
"CHEMBL1288719";"";"";"Small molecule";"";"223.28";"8";"8";"3.75";"25.02";"1";"1";"0";"3";"N";"0.72";"None";"None";"3.64";"3.64";"3";"MOL";"-1";"17";"2";"1";"0";"223.0997";"-0.64";"NEUTRAL";"C15H13NO";"c1ccc(COc2ccc3[nH]ccc3c2)cc1";"JCQLPDZCNSVBMS-UHFFFAOYSA-N";"InChI=1S/C15H13NO/c1-2-4-12(5-3-1)11-17-14-6-7-15-13(10-14)8-9-16-15/h1-10,16H,11H2";"False";"-1"
"CHEMBL2443085";"";"";"Small molecule";"";"469.30";"1";"1";"5.86";"41.57";"2";"1";"1";"1";"N";"0.57";"13.38";"None";"5.03";"5.03";"2";"MOL";"-1";"29";"4";"1";"1";"468.0660";"-1.12";"NEUTRAL";"C21H20BrF3N2O2";"O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC2(CCc3cccc(Br)c3O2)CC1";"SWWVNWXXFFDOKL-UHFFFAOYSA-N";"InChI=1S/C21H20BrF3N2O2/c22-17-3-1-2-14-8-9-20(29-18(14)17)10-12-27(13-11-20)19(28)26-16-6-4-15(5-7-16)21(23,24)25/h1-7H,8-13H2,(H,26,28)";"False";"-1"
"CHEMBL3353581";"";"";"Small molecule";"";"416.89";"2";"2";"4.14";"87.57";"4";"1";"0";"6";"N";"0.65";"3.52";"None";"4.56";"1.19";"3";"MOL";"-1";"28";"6";"1";"0";"416.0598";"-1.42";"ACID";"C20H17ClN2O4S";"Cc1cnc(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(Cl)c1";"PKUVLDXZOGFVNS-UHFFFAOYSA-N";"InChI=1S/C20H17ClN2O4S/c1-14-11-18(21)19(22-12-14)23(13-15-5-3-2-4-6-15)28(26,27)17-9-7-16(8-10-17)20(24)25/h2-12H,13H2,1H3,(H,24,25)";"False";"-1"
"CHEMBL3917717";"";"";"Small molecule";"";"388.47";"2";"2";"4.13";"72.63";"3";"1";"0";"7";"N";"0.66";"None";"None";"3.86";"3.86";"3";"MOL";"-1";"29";"5";"2";"0";"388.1787";"-0.89";"NEUTRAL";"C24H24N2O3";"COc1cccc([C@@H](C)N(C(=O)c2ccccc2)[C@@H](C(N)=O)c2ccccc2)c1";"SLBBUDXQJSUYGA-VGOFRKELSA-N";"InChI=1S/C24H24N2O3/c1-17(20-14-9-15-21(16-20)29-2)26(24(28)19-12-7-4-8-13-19)22(23(25)27)18-10-5-3-6-11-18/h3-17,22H,1-2H3,(H2,25,27)/t17-,22-/m1/s1";"False";"-1"
"CHEMBL2443067";"";"";"Small molecule";"";"422.38";"1";"1";"4.88";"58.64";"3";"1";"0";"1";"N";"0.67";"13.37";"None";"3.42";"3.42";"2";"MOL";"-1";"30";"5";"1";"0";"422.1254";"-1.20";"NEUTRAL";"C21H18F4N2O3";"O=C1CC2(CCN(C(=O)Nc3ccc(C(F)(F)F)cc3)CC2)Oc2c(F)cccc21";"IAAPPNVCPZAONL-UHFFFAOYSA-N";"InChI=1S/C21H18F4N2O3/c22-16-3-1-2-15-17(28)12-20(30-18(15)16)8-10-27(11-9-20)19(29)26-14-6-4-13(5-7-14)21(23,24)25/h1-7H,8-12H2,(H,26,29)";"False";"-1"
"CHEMBL470670";"LEVOMENTHOL";"L-MENTHOL|LEVOMENTHOL";"Small molecule";"3.0";"156.27";"43";"77";"2.44";"20.23";"1";"1";"0";"1";"Y";"0.62";"None";"None";"2.66";"2.66";"0";"MOL";"0";"11";"1";"1";"0";"156.1514";"1.86";"NEUTRAL";"C10H20O";"CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O";"NOOLISFMXDJSKH-KXUCPTDWSA-N";"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1";"False";"0"
"CHEMBL3235968";"";"";"Small molecule";"";"362.39";"4";"4";"4.77";"32.34";"1";"1";"0";"2";"N";"0.82";"None";"None";"4.51";"4.51";"2";"MOL";"-1";"26";"3";"1";"0";"362.1606";"-1.20";"NEUTRAL";"C20H21F3N2O";"CC(C)NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1";"ADWVGSJVDLIDEK-GOSISDBHSA-N";"InChI=1S/C20H21F3N2O/c1-13(2)24-19(26)25-12-11-14-5-3-4-6-17(14)18(25)15-7-9-16(10-8-15)20(21,22)23/h3-10,13,18H,11-12H2,1-2H3,(H,24,26)/t18-/m1/s1";"False";"-1"
"CHEMBL1939972";"";"";"Small molecule";"";"380.47";"10";"17";"3.23";"59.59";"4";"2";"0";"6";"N";"0.59";"10.60";"None";"2.40";"2.40";"2";"MOL";"-1";"27";"5";"2";"0";"380.1195";"-0.71";"NEUTRAL";"C21H20N2O3S";"COCCCOc1cccc(C2NC(=S)NC3=C2C(=O)c2ccccc23)c1";"DTVXBNDIMDRBBV-UHFFFAOYSA-N";"InChI=1S/C21H20N2O3S/c1-25-10-5-11-26-14-7-4-6-13(12-14)18-17-19(23-21(27)22-18)15-8-2-3-9-16(15)20(17)24/h2-4,6-9,12,18H,5,10-11H2,1H3,(H2,22,23,27)";"False";"-1"
"CHEMBL1289835";"";"";"Small molecule";"";"280.37";"1";"2";"3.56";"51.04";"2";"2";"0";"5";"N";"0.75";"None";"9.77";"3.25";"0.97";"3";"MOL";"-1";"21";"3";"3";"0";"280.1576";"-0.56";"BASE";"C18H20N2O";"Cc1[nH]c2ccc(OCc3ccccc3)cc2c1CCN";"GXWTUBXFAHMHIY-UHFFFAOYSA-N";"InChI=1S/C18H20N2O/c1-13-16(9-10-19)17-11-15(7-8-18(17)20-13)21-12-14-5-3-2-4-6-14/h2-8,11,20H,9-10,12,19H2,1H3";"False";"-1"
"CHEMBL2442046";"";"";"Small molecule";"";"338.45";"1";"1";"3.61";"55.56";"3";"1";"0";"6";"N";"0.88";"None";"10.01";"2.98";"0.51";"2";"MOL";"-1";"25";"4";"2";"0";"338.1994";"-1.03";"BASE";"C21H26N2O2";"CCN(C(=O)c1ccccc1OCc1ccccc1)[C@@H]1CC[C@H](N)C1";"DYRQQRKOTMEQHY-ZWKOTPCHSA-N";"InChI=1S/C21H26N2O2/c1-2-23(18-13-12-17(22)14-18)21(24)19-10-6-7-11-20(19)25-15-16-8-4-3-5-9-16/h3-11,17-18H,2,12-15,22H2,1H3/t17-,18+/m0/s1";"False";"-1"
"CHEMBL3235981";"";"";"Small molecule";"";"417.35";"5";"10";"4.71";"45.23";"2";"1";"0";"2";"N";"0.72";"12.02";"3.47";"4.12";"4.12";"2";"MOL";"-1";"29";"4";"1";"0";"417.1276";"-1.00";"NEUTRAL";"C19H17F6N3O";"C[C@H](NC(=O)N1CCc2cccnc2[C@H]1c1ccc(C(F)(F)F)cc1)C(F)(F)F";"DDBWYSSPWMXBIY-MEDUHNTESA-N";"InChI=1S/C19H17F6N3O/c1-11(18(20,21)22)27-17(29)28-10-8-12-3-2-9-26-15(12)16(28)13-4-6-14(7-5-13)19(23,24)25/h2-7,9,11,16H,8,10H2,1H3,(H,27,29)/t11-,16+/m0/s1";"False";"-1"
"CHEMBL3235964";"";"";"Small molecule";"";"397.40";"4";"4";"5.28";"45.23";"2";"1";"1";"2";"N";"0.64";"11.74";"3.87";"5.13";"5.13";"3";"MOL";"-1";"29";"4";"1";"1";"397.1402";"-1.40";"NEUTRAL";"C22H18F3N3O";"O=C(Nc1ccccn1)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1";"RREDPSSHBWAHDN-HXUWFJFHSA-N";"InChI=1S/C22H18F3N3O/c23-22(24,25)17-10-8-16(9-11-17)20-18-6-2-1-5-15(18)12-14-28(20)21(29)27-19-7-3-4-13-26-19/h1-11,13,20H,12,14H2,(H,26,27,29)/t20-/m1/s1";"False";"-1"
"CHEMBL3235962";"";"";"Small molecule";"";"421.42";"4";"4";"5.76";"56.13";"2";"1";"1";"2";"N";"0.57";"12.98";"None";"5.61";"5.61";"3";"MOL";"-1";"31";"4";"1";"1";"421.1402";"-1.64";"NEUTRAL";"C24H18F3N3O";"N#Cc1cccc(NC(=O)N2CCc3ccccc3[C@H]2c2ccc(C(F)(F)F)cc2)c1";"JVMVEQNAOBKHGV-JOCHJYFZSA-N";"InChI=1S/C24H18F3N3O/c25-24(26,27)19-10-8-18(9-11-19)22-21-7-2-1-5-17(21)12-13-30(22)23(31)29-20-6-3-4-16(14-20)15-28/h1-11,14,22H,12-13H2,(H,29,31)/t22-/m1/s1";"False";"-1"
"CHEMBL4172741";"";"";"Small molecule";"";"513.48";"8";"37";"5.18";"112.13";"8";"1";"2";"8";"N";"0.32";"3.94";"0.08";"6.00";"2.80";"4";"MOL";"-1";"37";"9";"1";"2";"513.1624";"-1.45";"ACID";"C25H22F3N5O4";"CCCC(C)OC(=O)c1cnn(-c2ccc(-n3cc(-c4cccc(C(=O)O)c4)nn3)cc2)c1C(F)(F)F";"ZAJXAJYMOCWUGX-UHFFFAOYSA-N";"InChI=1S/C25H22F3N5O4/c1-3-5-15(2)37-24(36)20-13-29-33(22(20)25(26,27)28)19-10-8-18(9-11-19)32-14-21(30-31-32)16-6-4-7-17(12-16)23(34)35/h4,6-15H,3,5H2,1-2H3,(H,34,35)";"False";"-1"
"CHEMBL2442038";"";"";"Small molecule";"";"296.37";"1";"1";"2.44";"55.56";"3";"1";"0";"4";"N";"0.94";"None";"9.38";"1.99";"0.04";"2";"MOL";"-1";"22";"4";"2";"0";"296.1525";"-1.12";"BASE";"C18H20N2O2";"NC1CCN(C(=O)c2ccccc2OCc2ccccc2)C1";"YQWQUEDCZQSVOF-UHFFFAOYSA-N";"InChI=1S/C18H20N2O2/c19-15-10-11-20(12-15)18(21)16-8-4-5-9-17(16)22-13-14-6-2-1-3-7-14/h1-9,15H,10-13,19H2";"False";"-1"
"CHEMBL3897132";"";"";"Small molecule";"";"492.45";"5";"5";"3.70";"85.99";"7";"1";"0";"4";"N";"0.44";"7.91";"None";"4.30";"4.19";"4";"MOL";"-1";"34";"7";"1";"0";"492.0879";"-1.86";"NEUTRAL";"C22H16F4N4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)cc4F)cs3)cccc2n(C)c1=O";"RLCFIKQUNAVFSB-UHFFFAOYSA-N";"InChI=1S/C22H16F4N4O3S/c1-29-16-5-3-4-11(18(16)19(32)30(2)21(29)33)8-17(31)28-20-27-15(10-34-20)13-7-6-12(9-14(13)23)22(24,25)26/h3-7,9-10H,8H2,1-2H3,(H,27,28,31)";"False";"-1"
"CHEMBL3896060";"";"";"Small molecule";"";"458.90";"5";"5";"3.33";"85.99";"7";"1";"0";"4";"N";"0.51";"7.91";"None";"4.03";"3.92";"4";"MOL";"-1";"31";"7";"1";"0";"458.0616";"-1.84";"NEUTRAL";"C21H16ClFN4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(Cl)c4F)cs3)cccc2n(C)c1=O";"TYULVTOTCDEHCJ-UHFFFAOYSA-N";"InChI=1S/C21H16ClFN4O3S/c1-26-15-8-3-5-11(17(15)19(29)27(2)21(26)30)9-16(28)25-20-24-14(10-31-20)12-6-4-7-13(22)18(12)23/h3-8,10H,9H2,1-2H3,(H,24,25,28)";"False";"-1"
"CHEMBL3920106";"";"";"Small molecule";"";"496.44";"5";"5";"3.60";"99.13";"8";"1";"0";"4";"N";"0.44";"7.91";"None";"3.73";"3.62";"4";"MOL";"-1";"34";"8";"1";"0";"496.0828";"-1.70";"NEUTRAL";"C21H16F4N4O4S";"Cc1oc2c(c1CC(=O)Nc1nc(-c3ccc(C(F)(F)F)cc3F)cs1)c(=O)n(C)c(=O)n2C";"GDGPROVRKWVGIM-UHFFFAOYSA-N";"InChI=1S/C21H16F4N4O4S/c1-9-12(16-17(31)28(2)20(32)29(3)18(16)33-9)7-15(30)27-19-26-14(8-34-19)11-5-4-10(6-13(11)22)21(23,24)25/h4-6,8H,7H2,1-3H3,(H,26,27,30)";"False";"-1"
"CHEMBL3920559";"";"";"Small molecule";"";"490.46";"5";"5";"3.44";"95.22";"8";"1";"0";"5";"N";"0.46";"7.91";"None";"4.71";"4.60";"4";"MOL";"-1";"34";"8";"1";"0";"490.0923";"-1.73";"NEUTRAL";"C22H17F3N4O4S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(OC(F)(F)F)c4)cs3)cccc2n(C)c1=O";"OYJMLCGZSMSIHK-UHFFFAOYSA-N";"InChI=1S/C22H17F3N4O4S/c1-28-16-8-4-6-13(18(16)19(31)29(2)21(28)32)10-17(30)27-20-26-15(11-34-20)12-5-3-7-14(9-12)33-22(23,24)25/h3-9,11H,10H2,1-2H3,(H,26,27,30)";"False";"-1"
"CHEMBL3948210";"";"";"Small molecule";"";"541.46";"5";"5";"3.16";"108.11";"9";"1";"1";"6";"N";"0.38";"7.91";"1.04";"3.74";"3.63";"4";"MOL";"-1";"37";"9";"1";"1";"541.0843";"-1.82";"NEUTRAL";"C22H16F5N5O4S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(F)c(OCC(F)(F)F)c(F)c4)cs3)ccnc2n(C)c1=O";"ZQPFWJOHVAEPBW-UHFFFAOYSA-N";"InChI=1S/C22H16F5N5O4S/c1-31-18-16(19(34)32(2)21(31)35)10(3-4-28-18)7-15(33)30-20-29-14(8-37-20)11-5-12(23)17(13(24)6-11)36-9-22(25,26)27/h3-6,8H,7,9H2,1-2H3,(H,29,30,33)";"False";"-1"
"CHEMBL3987098";"";"";"Small molecule";"";"658.06";"5";"5";"3.37";"153.05";"12";"1";"2";"8";"N";"0.28";"13.32";"6.98";"4.14";"4.00";"4";"MOL";"-1";"44";"12";"2";"2";"657.1272";"-0.96";"NEUTRAL";"C27H27ClF3N5O7S";"Cc1oc2c(c1CC(=O)/N=c1\scc(-c3ccc(OC(F)(F)F)c(Cl)c3)n1COC(=O)[C@@H](N)C(C)C)c(=O)n(C)c(=O)n2C";"MJFAWSAGOMZKPI-RAXQPMNESA-N";"InChI=1S/C27H27ClF3N5O7S/c1-12(2)21(32)24(39)41-11-36-17(14-6-7-18(16(28)8-14)43-27(29,30)31)10-44-25(36)33-19(37)9-15-13(3)42-23-20(15)22(38)34(4)26(40)35(23)5/h6-8,10,12,21H,9,11,32H2,1-5H3/b33-25-/t21-/m0/s1";"False";"-1"
"CHEMBL3981620";"";"";"Small molecule";"";"478.57";"5";"5";"3.58";"95.22";"8";"1";"0";"7";"N";"0.44";"7.91";"None";"4.37";"4.26";"4";"MOL";"-1";"34";"8";"1";"0";"478.1675";"-1.59";"NEUTRAL";"C25H26N4O4S";"CC(C)COc1ccc(-c2csc(NC(=O)Cc3cccc4c3c(=O)n(C)c(=O)n4C)n2)cc1";"VHUHAUBXPXCHGU-UHFFFAOYSA-N";"InChI=1S/C25H26N4O4S/c1-15(2)13-33-18-10-8-16(9-11-18)19-14-34-24(26-19)27-21(30)12-17-6-5-7-20-22(17)23(31)29(4)25(32)28(20)3/h5-11,14-15H,12-13H2,1-4H3,(H,26,27,30)";"False";"-1"
